一一 逐一
辉映 照映
辉煌光耀 绚烂 灿烂
辍学 停学
辐凑 辐辏
辑佚 辑逸
辛劳 辛勤
辛勤 辛苦
辛苦 辛劳
辞世 谢世
辞官 去官
辞意 文意
辞职 告退
辞职归里 告老还乡
辞退 解雇
辨别 鉴识 判袂 鉴别 分辨
辨白 剖白
辨认 识别
辩护 辩解
辩白 分说
辩解 辩白
辩论 斗嘴 争持 冲突 争吵 争执 申辩 辩说
辩词 辩辞
辩驳 回嘴
边境 边疆
边幅 容貌
边沿 边缘
边界 鸿沟 界限
边疆 边陲
边陲 边境
辽阔 广宽 空阔
达到 到达
达官贵人 王侯将相
达成 告竣 杀青
迁徙 迁移
迁移转变 转折
迂回曲折 转弯抹角
过久 太久
过人才略 盘盘大才
过低 太低
过分 过度
过去 曩昔
过后 事后
过后行兵 坐失良机
过堂 审问
过多 过量
过夜 留宿
过头 过甚
过小 太小
过期 过时
过火 偏激
过犹不及 矫枉过正
过甚 过火
过甚其实 名过其实
过甚其辞 夸大其词
过目不忘 过目成诵
过目成诵 目即成诵
过短 太短
过矮 太矮
过程 进程
过程中 过程当中
过细 细致
过轻 太轻
过重 太重
过错 错误
过长 太长
过问 干预干与
过高 太高
迎刃而解 水到渠成
迎合 逢迎
运气 命运运限 命运
运送 输送
近世 晚世
近况 现状
近年 最近几年 近些年
近来 最近
返国 归国 回国
返来 回来离去 归来 归来回头 回来
返梢 回销
还是 仍是 照旧 照样
这天 是日 此日
这时 这时候
这次 此次
这种 这类
进款 入款
进步 前进 提高
进犯 抨击打击
进献 供献
进程 历程
进级 升级
进谒 投刺
进贡 纳贡
进退两难 进退失据
进退失据 跋前疐后
进退维谷 进退两难 骑虎难下 势成骑虎
远景 前景
远望 了望
远而避之 退避三舍
违抗 违背
违法乱纪 作奸犯科
违背 违反
违逆 忤逆
连合 团结
连忙 赶紧 急速
连接 毗邻 毗连
连珠箭 连珠炮
连累 带累 扳连 牵连
连结 贯穿连接
连络 连系
连续 持续 连气儿 一连 接连 陆续 继续 延续
连绵 连缀 联贯
连缀 联缀
连翩 联翩
连袂 联袂
连贯 联贯
迟早 早晚
迟疑 游移
迟缓 缓慢
迟钝 缓慢
迢遥 遥远 辽远
迥异 悬殊
迩来 近来
迫不及待 急如星火 火烧眉毛 迫在眉睫
迫切 火急
迫在眉睫 燃眉之急
述说 陈述
迷恋 沉沦 贪恋 陶醉 耽溺 沉溺
迷惑 疑惑
迷糊 含混
迷茫 渺茫 苍茫
迷迷糊糊 模模糊糊
迷途 失路
追忆 追思
追念 回想
追悔不及 后悔无及
追悼 悲悼
追查 清查
追究 究查 穷究
追赶 追逐
追随骥尾 步人后尘
退兵 退军
退却 猬缩 后退
退缩 畏缩
退色 褪色
退让 让步
送命 送死
送旧迎新 送往迎来
送达 投递
送还 归还
适口 可口
适宜 适合
适应 顺应
适当 恰当
适时 合时 当令
适量 适当
逃之夭夭 溜之大吉
逃亡 流亡
逃出法网 逍遥法外
逃匿 窜匿
逃脱 逃走
逃避 回避
逆境 困境
逆悖 悖逆
逆来顺受 唾面自干
选取 拔取
选录 节录
选拔 提拔
逊位 退位
逊色 减色
透辟 透彻
透露 泄漏 流露
透骨 砭骨
逐个 逐一
逐步 逐渐 慢慢
途径 路子
逗留 勾留
逗遛 逗留
通书 黄历 历本
通例 常规
通信 通讯
通则 公例 公则
通力进行 携手合作
通合一气 通同一气
通同一气 沆瀣一气
通同作恶 朋比为奸
通告 公告 布告
通常 凡是 平日 每每 平常
通报 传递
通晓 知晓
通畅 通行 畅达
通盘 全盘
通译员 翻译员
通达 通晓 灵通
通过 经由过程
通通 统统
通风 透风
逛逛 走走
逝世 去世
速率 速度
造作 做作
造就 培养
造成的 酿成的
造次 冒昧
造诣 成就
逢场作戏 偶一为之
逢迎 巴结 奉承
逮捕 拘系
逻骑 侦骑
逼上梁山 揭竿而起
逼不得已 必不得以
逼真 传神 真切
逼良为娼 迫良为娼
逼近 切近亲近 迫近 迫临
逼迫 强制 强迫 强逼
逾期 过期
逾越 超越
遁词 饰词
遁辞 托辞
遇到 碰到
遇见 碰见
遍体鳞伤 皮开肉绽 伤痕累累 体无完肤
遍及 普及 广泛
遍布 遍及
遏恶扬善 隐恶扬善
遏止 抑止
遐想 联想
道别 作别
道听涂说 耳食之闻
道喜 贺喜
道学味 方巾气
道理 事理
道谢 叩谢
道貌岸然 不苟言笑
道贺 道喜
遗体 尸体
遗嘱 遗言
遗弃 抛弃
遗愿 遗言
遗漏 漏掉
遗言 绝笔
遗迹 遗址
遛弯儿 蹓弯儿
遣散 解散 斥逐
遣词 遣辞
遥想 遐想
遥望 眺望
遨游 翱翔
遭受 蒙受
遭灾 罹难
遭遇 遭受
遮掩 遮盖
遮盖 隐瞒 粉饰
遮蔽 掩蔽
遴派 选派
遵从 顺从
遵守 遵照
遵循 遵守
遵照 遵循
避债 躲债
避祸 逃难
避让 躲避
避讳 避忌
避难 遁迹 出亡 流亡 逃亡
邀请 约请
邂逅 相逢
邓通之财 石崇之富 陶猗之富
那个 阿谁 谁人
那么 那末
那处 那儿那边 那里那边
那边 那处 何处 哪里 那里 那儿
邦交 国交
邦家之光 国家荣誉
邦本 国本 国脉
邪念 杂念
邪术 魔法
邯郸之梦 黄粱一梦
邻居 邻人
邻近 临近
郁勃 兴盛
郁郁不乐 闷闷不乐
郁郁寡欢 闷闷不乐
郁闷 愁闷
郊游 远足
郊野 郊外
郑重 慎重
部下 手下
部分 部门 部份
部属 部下 属下 下属
部署 布置
部队 军队
都会 都邑 城市
都城 首都 国都 京城
都市 都会
都门 毂下 京师 京都
都雅 雅观
鄙人 不才
鄙俗 陋俗
鄙吝 小器 吝啬
鄙弃 厌弃
鄙意 愚见
鄙见 拙见 管见
鄙视 歧视 蔑视 藐视 小看 漠视 鄙夷
鄙言 粗言
鄙谚 俚语 俗语
鄙陋 猥琐
酌定 裁夺
配偶 配头
配合 合营
配头 妃耦
配房 厢房
配药师 药剂师
酒保 侍者
酒囊饭袋 行尸走肉
酒坊 酒肆
酒徒 醉翁
酒杯 羽觞
酒涡 梨涡
酒盅 酒钟
酒绿灯红 穷奢极欲
酒菜 酒席
酷刑 严刑
酷寒 冰冷
酷暑 盛暑 炎夏 炎暑
酷热 炎热 炽烈 炽热
酷爱 亲爱 深嗜 酷好
酸心 痛心
酸楚 辛酸
醉生梦死 花天酒地
醉翁之意 别有用心
醒悟 觉悟
醒目 精通 能干
采取 接纳 采纳
采用 采取
采纳 采用
采集 收集
里手 内行
重义轻财 疏财仗义
重作冯妇 前度刘郎
重修 重建
重叠 堆叠
重复 反复
重担 重任
重新 从头
重生 更生
重病 宿疾 沉痾
重要 主要
野鹤闲云 山林隐士
量体裁衣 见机而作 相机行事
量力而行 实事求是
金兰交 莫逆交
金口木舌 暮鼓晨钟
金戈铁马 雄姿英才
金樽旨酒 玉液琼浆
金瓯无缺 一统天下
金石之盟 山盟海誓
金碧堂皇 富丽堂皇
金科玉律 清规戒律
金衣玉食 锦衣玉食 鲜衣美食
金钱万能 钱可通神
金风抽丰 秋风
金饰 细软 首饰 饰物
釜中游鱼 釜中之鱼
釜中鱼 俎上肉
鉴别 判别
鉴定 判定
鉴戒 警惕 借鉴
鏖战 酣战 激战
针砭 规戒
针砭箴规 忠告
针言 成语
钉扣子 缝扣子
钓饵 诱饵
钓鱼 垂钓
钟灵毓秀 人杰地灵
钦佩 敬佩
钦敬 崇敬
钱庄 银号
钱树子 摇钱树
钳形进攻 左右夹攻
钻研 研究
钻营 谋求
铁价 不二价
铁心 死心
铁笔银钩 铁画银钩
铁蒺藜 铁丝网
铁青 乌青
铁面无私 铁面无情
铛铛 当当
铜墙铁壁 金城汤池
铤而走险 逼上梁山 官逼民反
铭心镂骨 耿耿于怀
铭记 铭刻
铲除 革除
银白 雪白
铺天盖地 遮天蔽日
铺平 摊平
铺排张扬 铺张扬厉
销售 发卖
销魂 断魂
锄强扶弱 振弱除暴
锅炉 汽锅
锋利 厉害 尖锐
锋芒 锋铓
锐利 锋利
错愕 惊惶
错漏 讹夺
错爱 谬爱
错综复杂 扑朔迷离
错误 毛病
锦绣 美丽
锻炼 磨炼
锻练 教练
锻造 铸造
镇定 镇静
镇痛剂 麻醉剂
镌汰 淘汰
镣铐 枷锁
长久 久长
长于 擅长
长吁 浩叹
长吁短叹 对天长叹
长命 长寿 龟龄
长命百岁 天保九如
长处 所长 甜头 利益 优点
长夜 永夜
长官 主座
长年 终年
长日 永日
长期 长时间 历久 持久 恒久
长枪 蛇矛
长此以往 久而久之
长生 永生
长眠 长逝
长短不一 犬牙交错
长空 漫空
长袖善舞 多财善贾
长辈 尊长
长进 上进
长远 久远
长途 远程
长驱直入 当者披靡
门外汉 外行人
门客 食客
门庭若市 车水马龙 熙熙攘攘
门徒 徒弟
门槛 门坎
门生 学生 高足
门路 路线 阶梯 道路
门高莫对 齐大非偶
闪动 明灭
闪灼 闪耀 闪动
闪烁 闪灼
闪烁其词 深加隐讳 讳莫如深
闪耀 闪烁
闭口 缄口 钳口 绝口 杜口
闭口无言 缄口藏舌 缄口无言 缄口结舌
闭幕 终结
闭月羞花 花容月貌 沉鱼落雁
闭门不出 韬光养晦 韬匮藏珠
闭门塞窦 关门落锁
闭门造车 凭空杜撰 凭空捏造
问心无愧 心安理得
问询 询问
问长问短 问寒问暖
问鼎 染指
闲云野鹤 袒自若
闲坐 枯坐
闲步 漫步
闲聊 闲谈
闲雅 娴雅
间断 中断
间谍 特务
间隔 距离
闷闷不乐 怏怏不乐
闹轰轰 闹哄哄
闺范 阃范
闻一知十 举一反三
闻名 著名
闻达 贵显 显达
闻风丧胆 心惊胆战
闻风而动 闻风远扬
闻风而逃 闻风而动
闾里 闾阎 桑梓同乡
阁下 旁边
阁房 内室
阅历 经历
阉人 宦官
阐发 分析
阐明 说明
阐述 论述
阑珊 衰退
阒寂无声 鸦雀无声 万籁俱寂
阔别 远离
阔气 豪阔
阔绰 阔气
阔老 阔佬
阛阓 商场
队伍 部队
防地 防线
防备 防止 防范 抗御 贯注 防御 预防
防守 戍守
防寒 御寒
防患未然 有备无患 及早防备
防止 避免
防范 提防
阳间 阳世
阴差阳错 鬼使神差
阴暗 阴晦
阴沉 阴森
阴碍 妨碍
阴阳怪气 古里古怪
阵势 地势 步地
阵容 声势 声威
阶下囚 囚徒
阶层 阶级
阻当 阻梗
阻拦 阻止
阻挠 阻止
阻挡 反对
阻止 禁止
阿谀 恭维
阿谀奉承 攀龙趋凤
附会 傅会
附和 拥护 赞同
附属 从属
附近 四周
陈列 摆设
陈列所 展览场
陈腐 古老 陈旧 迂腐
陈规 成规
陈设 陈列
陈说 述说
陈述 陈说
陈迹 痕迹
陈雷之契 管鲍之交
陋儒 俗儒
陋屋 蓬门
陌生 生疏 目生
降低 下降
降服 克服
降服佩服 投降
降生 出世
降落 下降
限定 限制
限期 限日 期限
陡峭 峻峭
除夕 大年节
除奸 锄奸
除旧布新 送旧迎新
除旧更新 改弦易辙 革故鼎新
除暴安良 吊民伐罪
除污去垢 荡瑕涤秽
陨落 殒落
险些 几乎
险恶 邪恶
险要 险峻
险路 险途
陪伴 陪同
陪侍 随侍
陪同 伴随
陪衬 烘托
陵夷 衰微
陵寝 陵园
陵暴 陵虐 欺侮 欺凌
陵犯 侵吞 侵扰进犯 侵占 侵害 侵陵
陶然 欢然
陶醉 沉醉
陷入 堕入
陷害 谗谄
陷阱 圈套
隆冬 严冬
隆替 盛衰
隆然 砰然
隆重 盛大
随便 随意
随同 伴同
随心所欲 为所欲为
随机应变 因地制宜 因时制宜
随波逐流 同流合污
隐匿 藏匿
隐士 蓬菖人
隐射 影射
隐秘 隐蔽
隐约 模糊
隐蔽 隐藏
隐藏 埋没 潜藏
隐语 切口
隐隐 隐约
隔壁 隔邻 近邻
隔岸观火 冷眼旁观
隔开 离隔
隔断 间隔 隔绝距离
隔绝 阻遏 隔断 阻隔
隔阂 隔膜
隧道 地道
隶属 附属
隽拔 俊拔
隽誉 美名
难兄难弟 一丘之貉
难分难舍 难解难分
难受 难熬痛苦
难堪 尴尬
难得 可贵
难懂 难明
难明 难解
难民营 栖流所 收容所
难熬难过 难受
难舍难分 藕断丝连
难过 忧伤 难得 难熬 难堪
难道 岂非
雀瘢 雀斑
雁足传书 鱼雁不绝
雄健 雄壮
雄姿 英姿
雄师 大军
雄心 大志
雄心万丈 壮志凌云
雄心勃勃 雄心壮志
雄心壮志 青云之志
雄浑 雄壮
雅观 美观
集会 会议 聚会会议
集合 调集 荟萃 纠合 鸠合
集团 团体
集思广益 群策群力
集腋成裘 积少成多
雇用 招聘
雌雄 牝牡
雕刻 镌刻 雕镂
雕栏 栏杆
雕琢 砥砺
雕零 雕落
雠正 厘正
雪耻 雪恨
零丁 伶仃
零散 零星
零碎 细碎 琐细
雷同 相同 相通 类似
震怒 大怒
震怖 慑伏
震惊 震动
震撼 震动
震荡 震动
霎时 顷刻
露台 天台
露水 露珠
霸占 攻陷 并吞 攻克 占领
霸术 权术
霸道 强横 蛮横
霹雳战 闪电战
青云之志 鸿鹄之志
青云直上 平步青云
青红皁白 是非黑白 是非曲直
青翠 翠绿
青葱 青翠
青蛙 田鸡
青鸟使 使者 使臣
静坐 默坐
静寂 寂静
非但 不但
非命 横死
非常 特别很是 极度 很是 异常 十分
非法 不法
非难 驳诘 谴责
靠拢 挨近
靠近 接近
靡费 糜费
靡靡之音 濮上之音
面前 眼前
面前目今 目下 刻下 眼前
面如土色 面无人色
面如死灰 面如土色
面子 体面
面孔 面目面貌
面容 面庞
面对 面临
面庞 脸蛋 脸庞
面熟 面善
面目 脸孔
面目一新 气象一新 面目全非
面目全非 涣然一新
面目面貌 面容
面色苍白 面青唇白 面无人色
面貌 面孔 面目
面面俱到 四平八稳
革故鼎新 改弦更张 推陈出新
革新 刷新 改革 改进
革职 撤职 除名
革退 斥退
革除 根除
鞫讯 过堂
鞭挞 拷打 扑挞 扑打
鞭笞 鞭挞
鞭策 敦促 鼓动
鞭辟入里 入木三分
鞭长莫及 力所不及
音律 乐律
音讯 消息
音调 腔调
韵事 佳话
韶光 时光
韶华 年光光阴
顶峰 巅峰 颠峰
顶撞 顶嘴
顶点 极点
顶用 中用
顷刻 瞬息
顺从 驯服
顺俗 随俗
顺其自然 天真烂漫
顺利 顺遂
顺序 按次 挨次 递次
顺手 随手
顺服 顺从制服
顺道 顺路
须生 老生
须臾 斯须 转瞬
须要 必要
顼首 泥首
顽固 固执
顽固不化 至死不悟
顽强 固执
顽躯 贱体
顾全 保全
顾忌 忌惮
顾恤 怜惜
顾惜 爱惜
顾盼 睥睨
顾虑 挂念
顾问 垂问
顿挫 抑扬
顿时 马上
顿脚 跺脚
顿首 稽首
颁发 颁布 发表
颁布 公布
预付 预支
预备 豫备
预想 料想
预感 预见
预报 预告
预料 预感
预测 猜测 展望
预言家 先觉
预计 估计
领会 体会
领土 疆域
领导 向导 辅导 带领
领巾 围巾
领悟 贯通 融会
领港 引港
领袖 魁首 首脑
颇为 很是
颇有 很有
颇负盛名 享有盛名
颐养 保养
频繁 频仍
频频 一再 几次 屡次 屡屡
颓废 颓丧
颓败 衰颓
颖慧 颖悟
题目 标题问题 问题
题词 题辞
颜色 色彩
额手称庆 以手加额
颟顸 胡涂
颠三倒四 横三竖四 胡说八道 倒横直竖 颠倒错乱 语无伦次 胡言乱语
颠倒黑白 混淆黑白 指鹿为马
颠峰 极峰
颠末 经过
颠沛流离 流离转徙 流离失所
颠簸 波动
颠覆 倾覆 推翻
颤动 颤抖
颤抖 哆嗦
颤栗 战栗
风俗 习惯 风尚
风凉 凉快
风卷残云 狼吞虎咽
风声鹤唳 草木皆兵
风姿 风韵
风尘仆仆 露宿风餐
风平浪静 河清海晏 海不扬波
风度翩翩 风姿潇洒
风景 景物 风光 风物 景致 光景
风格 气概 气势派头
风波 风浪
风烛残年 行将就木
风瘫 疯瘫
风致 品格
风范 风仪
风行 盛行
风起云涌 如火如荼
风趣 滑稽 有趣
风采 风范 风度 风貌
风雅 大雅 精致
风雨同舟 和衷共济
风雨飘摇 摇摇欲坠
风静 风止
风靡 风行
风靡云涌 风靡云蒸
风韵 风味
风驰电掣 追风逐电
风骚 风流
飘拂 飘荡
飘摇 飘飖
飘泊 流散
飘荡 飘扬 飘零
飘逸 超逸 潇洒 萧洒 超脱
飘零 漂荡
飘飘然 由由然
飞奔 飞驰
飞必冲天 平地一声雷
飞扬跋扈 作威作福
飞短流长 流言蜚语 风言风语
飞翔 飞舞 翱翔
飞腾 高涨
飞舞 飘动
飞蛾扑火 自取灭亡
飞行 航行 遨游飞翔 飞翔
飞黄腾达 青云直上
食品 食物
餍足 满足
餬口 谋生
饕戾 凶婪
饕餮 贪吃
饥荒 饥馑
饬厉 戒勉
饭店 饭馆 饭铺
饭桶 脓包
饮茶 吃茶品茗
饮鸩止渴 牵萝补屋
饱满 丰满
饱经风霜 历尽沧桑
饱食 餍饫
馂余 冷炙
馋涎欲滴 垂涎欲滴
首创 初创 创始
首坐 首座
首屈一指 数一数二
首恶 元凶
首相 辅弼
首级 首领
首要 重要
香烟 卷烟
香馥馥 香喷喷
马上 即刻 立时 即速 立地
马到成功 旗开得胜 旗开马到
马糊 马虎
马脚 破绽
马虎 纰漏 草率
马蜂 蚂蜂
马铃薯 土豆
马队 骑兵
马革裹尸 捐躯疆场
马首是瞻 极力模仿 亦步亦趋 密切追随
马马虎虎 因陋就简 随随便便
马齿徒增 时光虚掷
驭手 御手
驯伏 帖伏
驯服 顺服
驯顺 驯良
驰名 闻名 驰誉
驱使 使令 差遣
驱散 遣散
驱策 驱使
驱赶 驱逐
驱逐 摈除 遣散
驳倒 批驳
驳斥 驳倒
驳诘 诘难
驻足 立足
驾返瑶池 跨鹤西归
驾驭 驾御 把握 操作把持
骄傲 自豪 自满
骄兵必败 傲卒多降
骄奢淫佚 骄奢淫逸
骄恣 骄纵
骄易 轻慢
骄贵 骄矜
骄阳 烈日
骇人听闻 危言耸听 耸人听闻
骈体文 四六文
骊歌高唱 阳关三迭
骗取 欺骗
骗局 圈套
骗财 诈财
骚动 纷扰
骤然 突然
骨干 主干
骨气 节气
骨瘦如柴 骨瘦如豺
骨肉 骨血
高下 高低
高人一等 头角峥嵘
高低 凹凸
高傲 高慢 傲岸
高兴 喜悦 欢腾 雀跃 欢乐 欢快 乐意 努力 兴奋 愉快
高出 横跨 凌驾 超出跨越
高发 多发
高古 古雅
高大 高峻 魁岸 嵬峨 宏伟
高妙 高深
高寿 遐龄
高尚 高贵
高慢 骄气 骄横 孤高
高招 高着儿
高明 高妙
高朋 贵宾 贵客 嘉宾
高枕无忧 高枕而卧
高枕而卧 无忧无虑
高档 高级
高深 精深
高潮 飞腾 热潮
高着 高招 高作
高等 高档
高耸 挺拔
高见 卓识
高视睨步 气宇轩昂
高视阔步 高视睨步
高贵 尊贵 崇高
高超 高明 崇高高贵
高雅 文雅 雅致
高高在上 高屋建瓴 居高临下
髫龄 龆年
髯毛 胡须
鬓角 鬓脚
鬼哭狼嗥 鬼哭狼嚎
鬼哭神号 天愁地惨
鬼域 黄泉
鬼域伎俩 阴谋诡计
鬼怪 鬼魅
鬼斧神工 巧夺天工
鬼火 磷火
鬼迷心窍 鬼摸脑壳
鬼鬼祟祟 偷偷摸摸 鬼头鬼脑
魁伟 魁梧
魁首 翘楚
魂不守舍 失魂落魄
魂飞天外 魄散九霄
魂飞魄散 六神无主
魂魄 灵魂
魄力 气概气派 气势 气魄
魔难 磨难
鱼具 渔具
鱼死网破 你死我活
鱼汛 渔汛
鱼目混珠 滥竽充数
鱼网 渔网
鱼鼓 渔鼓
鲁莽 冒失
鲜为人知 不为人知
鲜丽 辉煌光耀
鲜亮 鲜明
鲜味 美味
鲜艳 艳丽
鲜花易谢 好事多磨
鲜衣美食 华衣美食
鳃鳃过虑 杞天之忧
鳞爪 琐闻
鷽鸠笑鹏 井蛙语海
鸟尽弓藏 兔死狗烹
鸟瞰 俯瞰
鸟语花香 柳绿桃红 桃红柳绿
鸠形鹄面 形容枯槁
鸠拙 笨拙
鸡犬不留 斩草除根 寸草不留
鸡零狗碎 琐屑零星
鸡飞狗跳 鸡犬不宁 鸡飞狗走
鸡鸣狗盗 旁门左道
鸣金收兵 销声匿迹 偃旗息鼓
鸦片 雅片
鸨母 龟婆
鸾翔凤翥 龙飞凤舞
鸿图 鸿猷
鸿猷 鹏图
鸿运 隆运
鹄候 伫候
鹄立 伫立
鹏程万里 前途似锦
鹘程万里 长风万里
鹞子 风筝
鹤立鸡群 佼佼不群
麋集 鳞集 密集 辘集
麻利 敏捷
麻布 夏布
麻疹 麻疹
麻痹 麻木
麻风 麻风
黄包车 人力车
黄口孺子 乳臭未干
黄昏 傍晚
黄灿灿 金灿灿
黄粱一梦 南柯一梦
黎明 拂晓
黎黑 黧黑
黏土 粘土
黏液 粘液
黏稠 粘稠
黏糊 粘糊
黑咕隆咚 黑鼓隆咚
黑幕 内幕
黑暗 漆黑 阴郁
黑沉沉 阴森森
黑洞洞 黑沉沉
黑白 是非 口角 诟谇 曲直短长
黑白不分 善恶不分
黑糊糊 黑黝黝 黑压压
黑货 私货
黑钱 陋规
黑魆魆 黑沉沉
黑黝黝 黑沉沉
黔驴技穷 黔驴之技
黔黎 黔首
默不作声 缄口不言 噤若寒蝉 张口结舌 理屈词穷 默默无言 哑口无言
默然 沉默
默算 心算
